Opetusjakson koodi;Kurssin koodi ja nimi;Opetusryhmä;Viikonpäivä;Alkukellonaika;Loppukellonaika;ei käytössä;Salin koodi;Arvioitu osallistujamäärä;Salikoko;Opettajan T-numero;Lista viikoista joina opetusta järjestetään;Lista kurssin opinto-ohjelmista;Lisätietoja;Orderi;Vastuuyksikön koodi;Ilm.alkamispäivä;Ilm.loppumispäivä;Max.ilmoittautumismäärä;Lukujärjestysvastaavan T-numero;Vastuuopettajien T-numerot pilkkueroteltuna;Luennoitsijoiden T-numerot (Oodi=4) pilkkueroteltuna;Harjoitusten pitäjien T-numerot pilkkueroteltuna;Virkailijoiden T-numerot pilkkueroteltuna;Suoritusmerkinnän antajien T-numerot pilkkueroteltuna;Opetusmuoto;Henkilöiden nimet;Opetuskieli;CUR id;Arviointikohteen tyyppi;Toteutuksen tyyppi;Toteutuksen nimen lisätieto (FI);Toteutuksen nimen lisätieto (EN);Toteutuksen nimen lisätieto (SV);
8;MS-C1081 Abstract Algebra;H02;Thu;14:15;16:00;;R001/M240;0;;;02-07;CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|CCIS-CS_SecureSys_1y~~~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192573-3109986;;;;;;
8;MS-C1081 Abstract Algebra;H03;Fri;12:15;14:00;;R001/U405a;0;;;02-07;CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|CCIS-CS_SecureSys_1y~~~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30200;;;0;;;;;;;7;;englanti;aalto-CUR-192573-3109986;;;;;;
8;MS-C1081 Abstract Algebra;H04;Fri;14:15;16:00;;R001/Y229a;0;;;02-07;CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|CCIS-CS_SecureSys_1y~~~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192573-3109986;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;MS-C1300 Complex Analysis;L01;Mon;12:15;14:00;;R001/U147;107;;T855747;43-48;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;;T855747;;;;;1;T855747=Kytölä, Kalle;englanti;aalto-CUR-192583-3109996;;;;;;
5;MS-C1300 Complex Analysis;L01;Thu;10:15;12:00;;R001/M232;107;;T855747;43-48;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;;T855747;;;;;1;T855747=Kytölä, Kalle;englanti;aalto-CUR-192583-3109996;;;;;;
5;MS-C1300 Complex Analysis;H01;Tue;08:15;10:00;;R001/U405a;0;;;43-48;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192583-3109996;;;;;;
5;MS-C1300 Complex Analysis;H01;Thu;14:15;16:00;;R001/M232;0;;;43-48;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192583-3109996;;;;;;
5;MS-C1300 Complex Analysis;H02;Wed;12:15;14:00;;R001/Y307a;0;;;43-48;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192583-3109996;;;;;;
5;MS-C1300 Complex Analysis;H02;Fri;10:15;12:00;;R001/U358;0;;;43-48;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192583-3109996;;;;;;
5;MS-C1300 Complex Analysis;H03;Wed;14:15;16:00;;R001/Y228b;0;;;43-48;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192583-3109996;;;;;;
5;MS-C1300 Complex Analysis;H03;Fri;12:15;14:00;;R001/Y405;0;;;43-48;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192583-3109996;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-C1300 Complex Analysis;ET03;Wed;16:30;19:30;;R001/Y122,R001/Y202a,R001/Y205;5;;;23;;;;T30200;;;0;;T855747;;;;;5;T855747=Kytölä, Kalle;englanti;aalto-CUR-192582-3109995;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-C1300 Complex Analysis;T02;Wed;16:30;19:30;;R001/Y122,R001/Y202a,R001/Y205;5;;;23;;;;T30200;;;0;;T855747;;;;;5;T855747=Kytölä, Kalle;englanti;aalto-CUR-192586-3109999;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-C1342 Linear Algebra;L01;Tue;12:15;14:00;;R001/Y205;519;;T1045593;16;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;0;;T1045593;;;;;1;T1045593=Noferini, Vanni;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;L01;Wed;10:15;12:00;;R001/Y202a;519;;T1045593;16;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;0;;T1045593;;;;;1;T1045593=Noferini, Vanni;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;L01;Tue;12:15;14:00;;R001/U157;519;;T1045593;18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;0;;T1045593;;;;;1;T1045593=Noferini, Vanni;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;L01;Wed;10:15;12:00;;R001/U157;519;;T1045593;18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;0;;T1045593;;;;;1;T1045593=Noferini, Vanni;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H01;Wed;08:15;10:00;;R001/Y228a;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H01;Fri;08:15;10:00;;R001/U405a;0;;;17-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H02;Tue;08:15;10:00;;R001/U410b;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H02;Thu;12:15;14:00;;R001/Y228b;0;;;17,19-21;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H02;Wed;16:15;18:00;;R001/U405a;0;;;18;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H02;Fri;12:15;14:00;;R001/U358;0;;;22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H03;Mon;14:15;16:00;;R001/Y228a;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H03;Fri;10:15;12:00;;R001/Y228b;0;;;17-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H04;Tue;10:15;12:00;;R001/Y313;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H04;Thu;10:15;12:00;;R001/Y313;0;;;17,19-21;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H04;Fri;12:15;14:00;;R001/Y313;0;;;18;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H04;Wed;16:15;18:00;;R001/Y313;0;;;22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H05;Tue;16:15;18:00;;R001/U405a;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H05;Fri;10:15;12:00;;R001/Y229c;0;;;17-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H06;Tue;14:15;16:00;;R001/U405a;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H06;Thu;10:15;12:00;;R001/Y405;0;;;17,19-21;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H06;Wed;14:15;16:00;;R001/Y405;0;;;18;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H06;Wed;12:15;14:00;;R001/Y405;0;;;22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H07;Wed;08:15;10:00;;R001/Y229c;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H07;Fri;08:15;10:00;;R001/U358;0;;;17-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H08;Mon;10:15;12:00;;R001/U358;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H08;Fri;14:15;16:00;;R001/Y228a;0;;;17-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H09;Mon;14:15;16:00;;R001/Y228b;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H09;Fri;10:15;12:00;;R001/Y307a;0;;;17-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H10;Tue;14:15;16:00;;R001/U358;0;;;16,18-22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H10;Thu;10:15;12:00;;R001/Y228b;0;;;17,19-21;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H10;Wed;12:15;14:00;;R001/Y228b;0;;;18;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
12;MS-C1342 Linear Algebra;H10;Fri;12:15;14:00;;R001/Y228b;0;;;22;BSc-Tech_DataSci~SCI10~1~1~Data Science|CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ENG10-COE-optional_y2~~~~|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TF-1~SCI1~1~3~Teknillinen fysiikka|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192606-3110019;;;;;;
